feature1,feature2,class
4.740030158927370785e-01,1.184081541860126263e+00,2.000000000000000000e+00
4.352959377313236899e-01,-1.504682841079823197e+00,1.000000000000000000e+00
2.712145827418436461e+00,3.104863777560600280e+00,2.000000000000000000e+00
-1.888655914876622155e-01,2.356533589641855719e-01,1.000000000000000000e+00
5.618466865257669696e-01,1.389999523443731011e+00,2.000000000000000000e+00
1.810589995097937388e+00,4.287993107840032958e-01,1.000000000000000000e+00
-5.348627708572959438e-01,1.000824742637545395e+00,1.000000000000000000e+00
9.393287826418527109e-01,-1.544032640081273444e-01,1.000000000000000000e+00
-4.309751806916186645e-01,1.617709727656686747e+00,2.000000000000000000e+00
4.369762915839065620e+00,2.678074218477505042e+00,2.000000000000000000e+00
-2.291417633536315002e+00,-1.421489714917847369e+00,2.000000000000000000e+00
-1.573498276441914756e+00,2.189745813874443670e+00,1.000000000000000000e+00
3.186780357318673929e+00,2.684204281387107205e+00,2.000000000000000000e+00
-1.053632250030249518e+00,-5.084133282391405384e-01,1.000000000000000000e+00
-3.666775587501535094e-01,5.696821695035690913e-01,1.000000000000000000e+00
-4.360177156326774384e-01,9.924483865773606195e-02,1.000000000000000000e+00
4.112337360954034793e+00,2.450693078650598711e+00,2.000000000000000000e+00
2.479802921109618641e+00,3.869078999238925398e+00,2.000000000000000000e+00
3.119005640825567305e+00,2.045997541015296406e+00,2.000000000000000000e+00
1.429832347065092213e+00,2.713937555078224317e+00,2.000000000000000000e+00
1.696077367984325290e+00,-4.369096221184186390e+00,1.000000000000000000e+00
-5.383476121227199762e-01,1.731360206027390936e+00,2.000000000000000000e+00
-1.956788395637441488e-02,2.174053228233549628e+00,1.000000000000000000e+00
3.515808152770231176e-01,1.195456543991244847e-01,1.000000000000000000e+00
2.321037304532472256e-01,5.135868502255580559e-01,1.000000000000000000e+00
4.836343016951475393e-01,-1.058198946428068554e+00,1.000000000000000000e+00
9.553329690687076270e-02,-4.658504035175733970e-01,1.000000000000000000e+00
8.461760496895142092e-01,2.197335831387309035e+00,1.000000000000000000e+00
1.064313834685472582e+00,1.112570028611662210e+00,2.000000000000000000e+00
4.107268298757883684e+00,2.521944246552919822e+00,2.000000000000000000e+00
1.454919043342039808e+00,1.811563995119958914e+00,1.000000000000000000e+00
1.026955085797251588e+00,1.166005482660340542e+00,1.000000000000000000e+00
9.634930174680658155e-01,1.709323407786866200e+00,1.000000000000000000e+00
-2.254609202164239434e+00,-6.698816284898789775e-02,2.000000000000000000e+00
6.457866305327250034e-01,4.369728510637850560e-02,1.000000000000000000e+00
5.628826541473178624e-01,-1.305242913915198200e+00,1.000000000000000000e+00
1.697640179511607617e+00,1.865618365393377998e+00,2.000000000000000000e+00
4.053030935123471679e+00,2.673850086073182197e+00,2.000000000000000000e+00
-7.350186957429505341e-01,1.385173428491015102e+00,1.000000000000000000e+00
2.291438451042463187e-01,1.745219538928873160e+00,1.000000000000000000e+00
7.311753857958260827e-01,4.782638584287082217e-01,2.000000000000000000e+00
-5.326897202989266944e-01,-4.656319878870798235e+00,1.000000000000000000e+00
3.025818158584694828e+00,3.984223190286395599e+00,2.000000000000000000e+00
1.323154525383486213e+00,1.024973359593206679e+00,2.000000000000000000e+00
7.273680322028195366e-01,1.168840926831696825e+00,1.000000000000000000e+00
7.581739678536703053e-01,1.722280924534367097e+00,2.000000000000000000e+00
1.990143918195084849e+00,-1.206291868172867821e+00,1.000000000000000000e+00
-9.767360780206663096e-01,1.372088471177088431e+00,1.000000000000000000e+00
2.110397746023032983e+00,1.629642410702358601e+00,2.000000000000000000e+00
4.333692376189651085e+00,3.526610989533050855e+00,2.000000000000000000e+00
7.099290954241463947e-01,2.960915488656490901e-01,1.000000000000000000e+00
5.163324101323969462e-01,9.101904351270442284e-01,2.000000000000000000e+00
1.245639521557410756e+00,1.651623978365624801e+00,2.000000000000000000e+00
-1.768139108074330557e-01,-6.099422190156239543e-01,1.000000000000000000e+00
3.504257584219972799e+00,3.118315485972379619e+00,2.000000000000000000e+00
1.023888933195627349e+00,2.772494290197045519e+00,2.000000000000000000e+00
1.529264307967701075e+00,2.231932727090205848e+00,2.000000000000000000e+00
1.258942991191968064e+00,1.612786669326361055e+00,1.000000000000000000e+00
-2.898415262861698816e-01,-1.117688812560585720e+00,1.000000000000000000e+00
2.336517849509002875e+00,3.112592601436217632e-01,1.000000000000000000e+00
1.114864865261456561e+00,5.289132449950414427e-01,1.000000000000000000e+00
-3.652429846244937828e-01,1.175271283439378811e+00,1.000000000000000000e+00
1.970364462635815217e+00,2.152997391231491253e+00,2.000000000000000000e+00
1.762073030848507305e+00,4.626487480327420160e-02,1.000000000000000000e+00
8.805670910666631990e-01,1.499701859144652261e+00,2.000000000000000000e+00
-7.395821116983074539e-01,-1.186040327988770349e+00,1.000000000000000000e+00
3.148457330706921020e+00,2.539858682726438666e+00,2.000000000000000000e+00
1.065252968685371115e+00,1.468145151141520888e+00,2.000000000000000000e+00
-2.069648562681185133e+00,-9.184028820727746512e-02,1.000000000000000000e+00
1.453389050804937688e-01,7.944285057708829756e-01,1.000000000000000000e+00
2.139895475915573719e+00,2.518736660802559868e+00,2.000000000000000000e+00
7.920904796581608454e-02,1.507142576673006440e+00,1.000000000000000000e+00
2.604421181558986831e+00,3.665122898213879044e+00,2.000000000000000000e+00
2.171243379529401996e-01,-6.044973511666064114e-01,1.000000000000000000e+00
7.191191048446796685e-01,1.289841543711655714e+00,2.000000000000000000e+00
7.379355503069564559e-01,-1.566970189918282186e+00,1.000000000000000000e+00
-1.215208631340653600e+00,1.210039179307745183e+00,1.000000000000000000e+00
1.588240169270888735e+00,2.279154480469173016e+00,2.000000000000000000e+00
2.681188571109808017e+00,3.912506572605651378e+00,2.000000000000000000e+00
1.075124405222877222e+00,1.293517851547729691e+00,2.000000000000000000e+00
-1.900558762341739705e-01,1.438399268822429522e-02,1.000000000000000000e+00
3.086850997721179546e+00,2.203932171513782290e+00,2.000000000000000000e+00
3.400619175567219710e+00,4.300011357952316260e+00,2.000000000000000000e+00
-4.570649377365925137e-01,2.851589456004496093e+00,1.000000000000000000e+00
2.546903905535353285e+00,3.617949260746638807e+00,2.000000000000000000e+00
-8.827704921283615613e-01,6.797769661041453970e-01,1.000000000000000000e+00
1.446400274447031453e+00,1.261207115532396505e+00,2.000000000000000000e+00
-1.003949042999483732e+00,8.672352226480759541e-01,1.000000000000000000e+00
8.838065041750561290e-01,-3.956638099962685118e+00,1.000000000000000000e+00
-1.467878109675450737e+00,-1.348976539070460279e-01,1.000000000000000000e+00
-5.749760989616206075e-01,7.293095920815093613e-01,2.000000000000000000e+00
-5.404083770475027748e-01,-3.022032587407519344e-02,2.000000000000000000e+00
3.124677351959743277e+00,2.428923516283694184e+00,2.000000000000000000e+00
2.921053326522810689e+00,8.606931775167099286e-01,2.000000000000000000e+00
5.336884928499587843e-01,-1.874112116784655724e+00,1.000000000000000000e+00
-1.837570964199043422e-01,2.355999049738461082e+00,1.000000000000000000e+00
1.086443469482067492e+00,-9.081381432119244312e-01,1.000000000000000000e+00
3.062003078433030101e+00,3.924161681105230226e+00,2.000000000000000000e+00
4.883354417426346017e-01,1.742110606370967707e+00,1.000000000000000000e+00
1.107025457089187981e+00,-3.156568574376850123e+00,1.000000000000000000e+00
4.361605609089334479e+00,3.322699273923867658e+00,2.000000000000000000e+00
1.696760180217513847e+00,6.595532631073403040e-01,1.000000000000000000e+00
2.462094422341409850e+00,1.850749983944889321e+00,2.000000000000000000e+00
3.490517977875386091e+00,2.317092399244165435e+00,2.000000000000000000e+00
-1.020987276974883118e+00,-1.094610535137467311e+00,1.000000000000000000e+00
1.822276731758511126e+00,2.447931079407281274e+00,2.000000000000000000e+00
9.232357165892666195e-01,2.298062966335175261e+00,2.000000000000000000e+00
2.850674808736920252e+00,2.381002521588191811e+00,2.000000000000000000e+00
6.579093224112642080e-01,-7.439055455783314397e-01,1.000000000000000000e+00
2.793335373351142792e+00,2.174840998723940100e+00,2.000000000000000000e+00
1.199643759953872707e-01,-4.865462513166591840e-01,1.000000000000000000e+00
6.199295881719845136e-01,1.542936923058345844e+00,1.000000000000000000e+00
-9.757040644211929514e-01,-6.705261953161678612e-01,1.000000000000000000e+00
1.970465010144190732e+00,1.482065900405966641e+00,2.000000000000000000e+00
-8.365621569723321604e-01,1.770664172326143593e+00,1.000000000000000000e+00
3.342814805800343958e+00,3.660046406503506766e+00,2.000000000000000000e+00
-1.487534862287211324e+00,2.830660823607905052e-01,1.000000000000000000e+00
7.266413384823562360e-01,1.088842542933328161e+00,2.000000000000000000e+00
1.509831215302924079e+00,1.944101347443760508e+00,2.000000000000000000e+00
1.589891736728396898e+00,-2.541774391503556774e-01,1.000000000000000000e+00
1.489682100228571837e+00,2.114037990266929512e+00,2.000000000000000000e+00
1.171812332061963335e+00,-4.913632645586580305e-01,1.000000000000000000e+00
1.365712392261058561e+00,-1.214061542560872953e+00,1.000000000000000000e+00
4.118664792043414735e+00,3.376749548174498905e+00,2.000000000000000000e+00
1.055968017501875744e+00,1.940374122114139066e+00,2.000000000000000000e+00
4.320150805622981594e+00,3.062429289416506162e+00,2.000000000000000000e+00
-6.875228775613417831e-01,-7.292362505127046868e-01,1.000000000000000000e+00
3.563854090673642006e+00,2.094213366220328165e+00,2.000000000000000000e+00
-1.386552953487731443e+00,-1.637900670625742183e+00,1.000000000000000000e+00
-3.058038850875480774e-01,1.344512774028493229e+00,1.000000000000000000e+00
1.902553018904960647e+00,-1.161498205907763870e+00,1.000000000000000000e+00
6.889023711688768703e-02,1.091737206343988520e+00,1.000000000000000000e+00
1.710814663034056604e+00,9.449030141375587277e-01,2.000000000000000000e+00
3.741229365892175363e+00,3.289070563177328488e+00,2.000000000000000000e+00
-7.762135144989056323e-01,-7.359416630365211986e-01,1.000000000000000000e+00
1.480484774383436175e+00,-1.978219935638046545e+00,1.000000000000000000e+00
-1.262036482694853801e+00,6.059915308457476391e-01,1.000000000000000000e+00
5.510403828107810931e+00,3.100333470664919489e+00,2.000000000000000000e+00
6.866605015804745360e-01,9.391162685520257902e-01,2.000000000000000000e+00
-6.520446780035312750e-01,2.348317917991600279e+00,1.000000000000000000e+00
-2.989608307095202866e-01,-7.903170591804403733e-01,1.000000000000000000e+00
1.320774796862496991e+00,6.357046273538086156e-01,1.000000000000000000e+00
1.562978817512407970e+00,9.768972711111290064e-01,1.000000000000000000e+00
4.774307285959414671e+00,3.667564177636842615e+00,2.000000000000000000e+00
-2.766454162958791874e-01,-1.131000261065088885e+00,1.000000000000000000e+00
1.583966656240507476e+00,2.246799195455845499e+00,2.000000000000000000e+00
3.346110191431541203e+00,1.239896963880898317e+00,2.000000000000000000e+00
2.285148376535026671e+00,2.762878942970103502e+00,2.000000000000000000e+00
2.427652408924586336e+00,2.022400609216946865e+00,2.000000000000000000e+00
4.584900791659884955e-02,-2.825589958435442139e-01,1.000000000000000000e+00
3.304350381870638564e+00,1.653843940380984368e+00,2.000000000000000000e+00
-4.365359385977730100e-01,1.750012031541761326e+00,1.000000000000000000e+00
1.532956977354452688e+00,-6.403739782147478410e-01,1.000000000000000000e+00
-1.147763833011652412e+00,-3.376080643297413086e+00,1.000000000000000000e+00
1.761985332068360055e+00,2.348049785286339119e+00,2.000000000000000000e+00
-1.982650664577316091e+00,-9.854047928449133353e-01,1.000000000000000000e+00
2.298887098186824240e-01,4.277695945996192739e-01,1.000000000000000000e+00
1.115926035483897127e+00,1.255066769142563876e+00,1.000000000000000000e+00
2.615031445363210416e+00,2.870563921171888300e+00,2.000000000000000000e+00
1.347049773352297475e+00,1.380250881478259029e+00,2.000000000000000000e+00
7.066656081367876929e-01,2.153716556466877652e+00,2.000000000000000000e+00
1.578512539072745913e+00,2.120812008247605629e+00,1.000000000000000000e+00
-1.040248475855169774e+00,-1.407758582271356529e+00,1.000000000000000000e+00
2.173530921940508787e+00,2.062261167963516328e+00,2.000000000000000000e+00
4.653828301200533257e-01,1.239893554809529341e+00,2.000000000000000000e+00
-1.210380861704383332e-01,-3.514236560027584222e+00,1.000000000000000000e+00
2.640304186562206556e+00,2.314530944673085511e+00,2.000000000000000000e+00
-1.101376560689077300e+00,-8.762393556315083432e-01,1.000000000000000000e+00
-1.007852868457078221e+00,-4.199736979217814636e-01,1.000000000000000000e+00
-1.821152841945399059e+00,5.873859065803871404e-02,1.000000000000000000e+00
-3.708487726144908958e-01,1.149418045219535278e+00,1.000000000000000000e+00
2.308089408020836120e-01,-4.972583689849071065e-01,1.000000000000000000e+00
4.961473235909727442e-01,1.753020783374284131e+00,1.000000000000000000e+00
-1.825413740093996928e+00,2.161575828858251835e+00,1.000000000000000000e+00
3.173851661598510621e+00,1.759284965102721365e+00,2.000000000000000000e+00
1.747506984054618462e+00,1.729827176396067756e+00,2.000000000000000000e+00
-1.152803704500985793e+00,-1.919807371081160507e+00,1.000000000000000000e+00
6.438546260468497318e-01,1.448459845507827692e+00,1.000000000000000000e+00
1.518234103723652861e+00,1.750188387668446088e+00,2.000000000000000000e+00
-8.807664158606527405e-01,9.520495769109806883e-01,1.000000000000000000e+00
-5.659979004242864375e-01,-2.357709676980854763e+00,1.000000000000000000e+00
2.608674702962519021e+00,3.609640537916785519e+00,2.000000000000000000e+00
-3.770505574194134568e-01,-3.059771928805117724e+00,1.000000000000000000e+00
1.108347099417540838e+00,1.796155311051276904e+00,1.000000000000000000e+00
5.415006978683428729e-01,2.847459037268085247e+00,1.000000000000000000e+00
1.996757632273872263e+00,2.181423340964895097e+00,2.000000000000000000e+00
2.600950379045276151e+00,2.135459149767058307e+00,2.000000000000000000e+00
-1.109306182405532359e+00,-1.826605544963557926e-01,1.000000000000000000e+00
1.430807406394952741e-01,2.784915694361036920e+00,1.000000000000000000e+00
-2.990013961827404643e-01,2.159765436182621290e+00,2.000000000000000000e+00
2.150574938404215874e+00,3.104783854782256380e+00,2.000000000000000000e+00
2.505699791467038473e+00,3.155317558573468517e+00,2.000000000000000000e+00
4.150211913241522055e+00,2.839629529124414908e+00,2.000000000000000000e+00
2.710673131022105053e+00,2.100905211465030842e+00,2.000000000000000000e+00
1.228865965355556256e+00,-5.299709337349341354e+00,1.000000000000000000e+00
1.105696433198225304e+00,2.038844078308533980e+00,2.000000000000000000e+00
1.511068662463340262e+00,1.468133927149685825e+00,2.000000000000000000e+00
-2.549032712354087904e-01,-1.278381680921470531e+00,1.000000000000000000e+00
2.765627242562315846e+00,-9.162121131304529209e-01,1.000000000000000000e+00
5.095251436993455396e-01,-2.390439742079319696e-01,1.000000000000000000e+00
-1.485596520791190589e-01,3.093416842408283518e+00,1.000000000000000000e+00
6.840557027325642192e-01,1.537191884739375736e+00,2.000000000000000000e+00
-1.813512578918653750e-01,-2.465510353760631990e+00,1.000000000000000000e+00
4.755109884770680750e-03,1.450461193353637324e+00,2.000000000000000000e+00
-1.202635224746431586e+00,-2.597503370369719899e+00,1.000000000000000000e+00
5.256004464015295863e-01,-2.872517421507753688e-01,1.000000000000000000e+00
2.892731020769487293e-01,-4.975200162307094054e-01,1.000000000000000000e+00
1.933479926111953962e+00,2.939648958226237063e+00,2.000000000000000000e+00
8.472771701029147007e-01,2.097670679708395269e+00,2.000000000000000000e+00
4.856807576833182871e+00,2.536913818109063801e+00,2.000000000000000000e+00
3.953295452448059688e+00,3.232019285850468826e+00,2.000000000000000000e+00
4.047612018575382775e-01,-1.775297920719354564e-02,1.000000000000000000e+00
-2.663141647633052944e+00,-1.452788524075705689e+00,1.000000000000000000e+00
2.283088474460639450e+00,1.511294252352196610e+00,2.000000000000000000e+00
3.834452771859472087e+00,2.664692424064313947e+00,2.000000000000000000e+00
3.561033768976574088e+00,1.623659033981541766e+00,2.000000000000000000e+00
2.642996558059723000e+00,2.536934003773541502e+00,2.000000000000000000e+00
2.924332922188019879e+00,1.830856046291976735e+00,2.000000000000000000e+00
9.375812471134228332e-01,1.050328665110923154e+00,2.000000000000000000e+00
-1.196778693186754783e+00,-7.768176066354032239e-01,1.000000000000000000e+00
-8.674525487868570695e-01,-2.730821235673047465e+00,1.000000000000000000e+00
-7.879237716545023362e-01,-7.534543704674340203e-01,1.000000000000000000e+00
1.807927278026993712e+00,3.308815129406920796e+00,2.000000000000000000e+00
1.583433893123794567e+00,2.395672640790539099e+00,2.000000000000000000e+00
6.624143133796791538e-01,-1.109668466590371549e+00,1.000000000000000000e+00
7.456448854000894411e-01,2.157743466736075977e+00,2.000000000000000000e+00
-1.135768872167190136e+00,6.447797427364136968e-01,2.000000000000000000e+00
3.561228202250910968e+00,3.596690629084017043e+00,2.000000000000000000e+00
3.369842059841881010e-01,2.135076135835000333e+00,2.000000000000000000e+00
2.993969277153107900e+00,2.088714550823553395e+00,2.000000000000000000e+00
1.577733968678475485e+00,-1.164413347393817189e+00,1.000000000000000000e+00
1.584975693214759826e-02,-1.602154629644010120e+00,1.000000000000000000e+00
1.426868240558098133e+00,2.408015576998536744e+00,2.000000000000000000e+00
3.452799613526136291e-01,1.002937307196200223e+00,2.000000000000000000e+00
1.417157991792628913e+00,-9.834385532980043365e-01,1.000000000000000000e+00
-1.016894484950023464e-01,1.843468353871589027e+00,1.000000000000000000e+00
1.720328863756683813e-01,1.258789456319464151e+00,2.000000000000000000e+00
2.057857061939742493e+00,2.132611172918474018e+00,2.000000000000000000e+00
2.710078507935169245e+00,2.618813795062019611e+00,2.000000000000000000e+00
2.347666777481677070e+00,1.923231129822191798e+00,2.000000000000000000e+00
4.631629934384281500e-01,1.327168856589701074e+00,1.000000000000000000e+00
2.197198484585345113e-01,-2.936819128158930425e+00,1.000000000000000000e+00
3.058039262905576372e-01,4.211036011117686439e-01,1.000000000000000000e+00
2.477511026216672629e+00,2.493145765959084770e+00,2.000000000000000000e+00
-1.084849878641796828e+00,-2.045612382944382190e+00,1.000000000000000000e+00
5.211650222154327494e+00,3.031806938830003073e+00,2.000000000000000000e+00
3.368634554440868456e+00,3.069531984245517542e+00,2.000000000000000000e+00
4.186144838965824011e-01,7.185642183628651036e-01,1.000000000000000000e+00
-4.415889551842456240e-01,-1.656490325559874854e+00,1.000000000000000000e+00
