feature1,feature2,class
4.977455187272905590e+00,2.534545638197557960e+00,2.000000000000000000e+00
1.169133474870226008e+00,-3.220629837490247116e+00,1.000000000000000000e+00
3.917896862060276764e+00,4.518806691201314507e+00,2.000000000000000000e+00
-1.471050741781966709e+00,-8.184253358158419811e-01,1.000000000000000000e+00
-7.034906997374362758e-01,1.374102297340477730e+00,1.000000000000000000e+00
2.138548051720797094e+00,2.406593865914117725e+00,2.000000000000000000e+00
3.081965372871529940e+00,2.944772497189518390e+00,2.000000000000000000e+00
5.297375345367431265e+00,3.168144952133587822e+00,2.000000000000000000e+00
9.305716290596707241e-01,-8.290547037818961629e-01,1.000000000000000000e+00
4.146940164055186173e+00,3.103881448597016757e+00,2.000000000000000000e+00
2.578297675768030039e+00,2.161746537205915253e+00,2.000000000000000000e+00
-1.138588227199261116e+00,1.260967598183259097e-01,1.000000000000000000e+00
-1.689181146818032053e-01,4.231653060159437096e-01,1.000000000000000000e+00
2.385726648013888340e-01,-3.332318686757257176e+00,1.000000000000000000e+00
-3.250465434500015016e-01,1.412916243689654738e+00,1.000000000000000000e+00
-1.125154998591465949e+00,1.065161934408040550e-01,1.000000000000000000e+00
-2.855470724862477550e+00,9.376196773167445597e-01,1.000000000000000000e+00
2.416382869347647677e+00,4.194849161305137741e+00,2.000000000000000000e+00
2.443981531885413283e-01,-1.400956170724447780e+00,1.000000000000000000e+00
8.898261801495522816e-01,-2.630985668131284427e+00,1.000000000000000000e+00
-2.287068404696575852e-01,-1.439234612330838159e+00,1.000000000000000000e+00
2.216320292075451892e+00,4.551348517700775531e+00,2.000000000000000000e+00
1.965655278476169610e+00,3.148851166456497985e+00,2.000000000000000000e+00
4.224697970823994564e-01,-7.057006522262839754e-01,1.000000000000000000e+00
2.895158367208132688e+00,2.727839478332855894e+00,2.000000000000000000e+00
6.988530667503556337e-01,1.669916252152156222e+00,2.000000000000000000e+00
2.418564524156425755e+00,3.396620852268529944e+00,2.000000000000000000e+00
1.376386868641401584e+00,2.853737715000745467e+00,2.000000000000000000e+00
-4.531968516165081340e-01,1.506804469201531216e+00,1.000000000000000000e+00
1.257528813070255769e+00,-7.721104729291421442e-01,1.000000000000000000e+00
3.142662933159064753e+00,1.810434235470293807e+00,2.000000000000000000e+00
-2.231569037386227361e-01,-1.236747825705948545e+00,1.000000000000000000e+00
3.501021166993183442e+00,2.393012898838101421e+00,2.000000000000000000e+00
5.335131984087637669e-01,-2.061053977702356210e-01,1.000000000000000000e+00
6.048602595834533524e-01,4.002835843057814813e+00,2.000000000000000000e+00
6.490412700005943947e+00,1.694772700358594619e+00,2.000000000000000000e+00
5.119337846228647848e+00,4.874238446840187144e+00,2.000000000000000000e+00
-3.679036828046515772e-01,1.585827095616790361e+00,1.000000000000000000e+00
3.318627659679711073e+00,3.580454480161519015e+00,2.000000000000000000e+00
-2.116065998613195553e+00,8.344988152183456798e-01,1.000000000000000000e+00
2.110743322225052232e+00,2.794770491817430980e+00,2.000000000000000000e+00
2.120240942592994227e+00,4.550366374643830980e+00,2.000000000000000000e+00
4.779187351228094904e+00,2.318211515037635451e+00,2.000000000000000000e+00
4.388648841101270293e+00,1.599893490616153047e+00,2.000000000000000000e+00
2.602998075630766461e+00,3.732563320015595654e+00,2.000000000000000000e+00
1.676695054832045617e+00,1.848595527156732254e+00,2.000000000000000000e+00
3.376012884151363025e+00,4.886279788992269779e+00,2.000000000000000000e+00
1.208277346993612555e+00,6.802104561608225686e-02,1.000000000000000000e+00
2.976436766146743018e+00,3.673892498065652212e+00,2.000000000000000000e+00
7.557465314177975735e+00,3.173054050023862871e+00,2.000000000000000000e+00
-8.413196135884025706e-01,1.024866484488893503e+00,1.000000000000000000e+00
6.016325052838843862e-02,4.131191871586434305e-01,1.000000000000000000e+00
-1.151337963988958490e+00,1.706055863503902925e+00,1.000000000000000000e+00
2.778065570110959559e+00,7.573369693861531360e-01,2.000000000000000000e+00
4.989895810223731187e-01,2.699332965040015075e+00,1.000000000000000000e+00
3.373276864780683226e-01,3.596247720625214139e-01,1.000000000000000000e+00
-3.559163842031503600e-01,-4.148615036680271539e-01,1.000000000000000000e+00
3.486424978358667381e+00,3.239572984939497413e+00,2.000000000000000000e+00
4.265179800979288061e+00,4.145259931165757195e+00,2.000000000000000000e+00
-4.269971017683463765e-01,6.019336496450568980e-02,1.000000000000000000e+00
2.944407460950997368e+00,2.297793842141199860e+00,2.000000000000000000e+00
-1.121257059570976711e-01,-1.121323572480979885e-01,1.000000000000000000e+00
1.955540499373680019e+00,-1.417706779419275698e+00,1.000000000000000000e+00
3.934856654225136752e-01,4.263304769662263904e-01,1.000000000000000000e+00
3.039966515913584022e+00,4.698878234465097670e+00,2.000000000000000000e+00
4.278887704547648774e+00,2.044841271988023124e+00,2.000000000000000000e+00
-8.913716185213809151e-01,-1.337742493767862528e-01,1.000000000000000000e+00
-2.798700359798043588e-02,-7.291111625294763865e-01,1.000000000000000000e+00
-9.796423691558919788e-02,-1.402307238997356320e+00,1.000000000000000000e+00
-1.504813775351963590e-01,-9.455519035752342205e-01,1.000000000000000000e+00
1.305791430313447687e+00,2.845129976093059287e+00,2.000000000000000000e+00
3.345657411336853571e+00,2.660092546521110268e+00,2.000000000000000000e+00
-7.340684680356155400e-01,2.022098300980025964e+00,1.000000000000000000e+00
1.288117104132020296e+00,1.533931819369026117e+00,1.000000000000000000e+00
